id,date,price,coin,version,lag_1,lag_2,lag_3,lag_7,lag_14,rolling_mean_3,rolling_std_3,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_min_7,price_diff,pct_change_1,pct_change_7,day_of_week,day_of_month,month,is_weekend,exp_moving_avg_10,volatility_10,target
70,2024-09-08,127.69,solana,1,126.17,129.27,133.57,135.3,160.64,127.71,1.550096771175612,129.72142857142856,3.287868755344136,134.98,126.17,1.519999999999996,0.01204723785368933,-0.056245380635624675,6,8,9,1,132.7817501300519,4.869884780750323,129.92
71,2024-09-09,129.92,solana,1,127.69,126.17,129.27,128.79,158.63,127.92666666666666,1.8861689567327447,129.88285714285715,3.262155291037578,134.98,126.17,2.2299999999999898,0.017464171039235588,0.008773973134560187,0,9,9,0,132.2614319245879,4.053345531780625,134.88
72,2024-09-10,134.88,solana,1,129.92,127.69,126.17,134.98,157.04,130.83,3.680366829544045,129.8685714285714,3.2362294344450095,134.88,126.17,4.960000000000008,0.03817733990147798,-0.0007408504963697382,1,10,9,0,132.73753521102645,3.5066959757972564,135.54
73,2024-09-11,135.54,solana,1,134.88,129.92,127.69,127.58,146.82,133.44666666666666,3.07195920111915,131.00571428571428,3.6677643378607443,135.54,126.17,0.6599999999999966,0.0048932384341637825,0.06239222448659665,2,11,9,0,133.2470742635671,3.5414512091334323,132.6
74,2024-09-12,132.6,solana,1,135.54,134.88,129.92,133.57,143.83,134.34,1.5425952158641394,130.86714285714285,3.5718049325485617,135.54,126.17,-2.9399999999999977,-0.021691013722886177,-0.007262109755184487,3,12,9,0,133.129424397464,3.5012378763335406,136.21
75,2024-09-13,136.21,solana,1,132.6,135.54,134.88,129.27,139.93,134.78333333333333,1.9202690783690104,131.85857142857142,3.9929413910511133,136.21,126.17,3.6100000000000136,0.027224736048265585,0.0536860833913515,4,13,9,0,133.68952905247053,3.665745490347894,138.97
76,2024-09-14,138.97,solana,1,136.21,132.6,135.54,126.17,138.22,135.9266666666667,3.1944378743903967,133.68714285714285,3.883047404146168,138.97,127.69,2.759999999999991,0.020262829454518627,0.10145042403106919,5,14,9,1,134.64961467929407,4.109297858380991,137.18
77,2024-09-15,137.18,solana,1,138.97,136.21,132.6,127.69,135.3,137.45333333333335,1.4001547533538472,135.04285714285714,2.995467210555583,138.97,129.92,-1.789999999999992,-0.01288047780096413,0.07432062025217334,6,15,9,1,135.10968473760423,4.366045884627455,131.62
78,2024-09-16,131.62,solana,1,137.18,138.97,136.21,129.92,128.79,135.92333333333332,3.8327579278294928,135.28571428571428,2.5461202979078807,138.97,131.62,-5.560000000000002,-0.040530689604898695,0.013084975369458185,0,16,9,0,134.47519660349437,4.212921393364977,131.52
79,2024-09-17,131.52,solana,1,131.62,137.18,138.97,134.88,134.98,133.44000000000003,3.2393209164896315,134.8057142857143,2.9240260893874184,138.97,131.52,-0.09999999999999432,-0.0007597629539582984,-0.02491103202846967,1,17,9,0,133.93788813013174,3.521095315697623,131.52
80,2024-09-18,131.52,solana,1,131.52,131.62,137.18,135.54,127.58,131.55333333333337,0.057735026986677526,134.23142857142858,3.142389900331232,138.97,131.52,0.0,0.0,-0.0296591412129259,2,18,9,0,133.4982721064714,2.9705001449447113,133.61
81,2024-09-19,133.61,solana,1,131.52,131.52,131.62,132.6,133.57,132.2166666666667,1.2066620626094704,134.37571428571428,3.0775144578189617,138.97,131.52,2.0900000000000034,0.015891119221411287,0.007616892911010753,3,19,9,0,133.51858626893113,2.615943636838622,142.69
82,2024-09-20,142.69,solana,1,133.61,131.52,131.52,136.21,129.27,135.94000000000003,5.938341519313818,135.3014285714286,4.4081493795436275,142.69,131.52,9.079999999999984,0.06795898510590503,0.047573599588869975,4,20,9,0,135.18611603821637,3.7197556670065652,146.48
83,2024-09-21,146.48,solana,1,142.69,133.61,131.52,138.97,126.17,140.92666666666668,6.613715546751172,136.37428571428572,6.055790224081875,146.48,131.52,3.789999999999992,0.02656107645945749,0.0540404403828163,5,21,9,1,137.2395494858134,5.173277491108034,149.67
84,2024-09-22,149.67,solana,1,146.48,142.69,133.61,137.18,127.69,146.28,3.4942953509975876,138.15857142857143,7.893844497605211,149.67,131.52,3.1899999999999977,0.02177771709448395,0.09104825776352232,6,22,9,1,139.49963139748368,6.487954736792741,144.84
